"rowKey","verb","meaning","searchTerm","src","sourceTitle","sourceUrl","imageUrl","error"
"cast|cast|cast|casting","cast","投射；鑄造；選派角色","投げる","assets/grammar-verbs/irasutoya/v1/cast-cast-cast-casting-71b443d942.png","荷物を投げる配達員のイラスト","https://www.irasutoya.com/2017/08/blog-post_104.html","https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiCribdTIFYe2zZ2rsHedIxFOaXVSTerT1kez4ltNqaoX56m5b-nIq3ii8csU_4w1LrKea9uyL5mcs6cd48eYFioHHj5nsoIX2ibd80AkAe4JOmDlbOZl9lAirmB9FdbMLQeuz4QNI2KUK1/s1600/yuubin_takuhaiin_nageru_man.png",""
"catch|caught|caught|catching","catch","捉住；趕上；感染","捕まえる","assets/grammar-verbs/irasutoya/v1/catch-caught-caught-catching-eb371df0c3.png","虫を捕まえる子供のイラスト","https://www.irasutoya.com/2018/03/blog-post_91.html","https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjo9OC_5iw9PFEaTaQFwav4KHmVkx5-74J76vYNed1Foq4dDpN0bqW9wOBgubaGIH2U3OP8AKxBmWl27fu3FNju_kv5wn78O5YnOkvokDau5S5KTxSseReR2F20DWlOv7AZYR1Yv6UxL6Y/s1600/bug_mushitori_boy.png",""
"choose|chose|chosen|choosing","choose","選擇；挑選","選ぶ","assets/grammar-verbs/irasutoya/v1/choose-chose-chosen-choosing-2135575c56.png","電力会社を選ぶ人のイラスト","https://www.irasutoya.com/2016/02/blog-post_619.html","https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhCs-PfxhR8rT26CETbxRkkHh26pfJQj9rdqXluWuvj4wGwNny1PE-rDZOKkbGGG8L6uLwEmLQK5USEhq1j8whL_CG1gT9EjgcqFMwuC56xqOHJuNyrdeYjNG_3SG8KJm5QfGZYC4X_KYd0/s800/denryoku_sentaku.png",""
"come|came|come|coming","come","來；來到","来る","assets/grammar-verbs/irasutoya/v1/come-came-come-coming-65fd18df27.png","鴨が葱を背負っているイラスト","https://www.irasutoya.com/2015/09/blog-post_996.html","https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhIdq1FbByn84mQ07kAGjMiITVVcK2kL0aOh26pWZZe06jkxA6BEyzXXxhPugUIW3yn-Z2VwSOmEu9Om_jR3Zziw8TnC1hlLJFgX6kxv2m1K5aTGNUfmbSlKg-_yJpU9kM0nP34Zxwi-RE/s1600/bird_kamonegi.png",""
"cost|cost|cost|costing","cost","花費；值；使損失","値段","assets/grammar-verbs/irasutoya/v1/cost-cost-cost-costing-5f5d90b3d1.png","バーコードのイラスト","https://www.irasutoya.com/2015/11/blog-post_838.html","https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhYgpbaGpjCy3Z-WvQH06t6cj9RWzS4v7EESwPQ3mO35s50320G8XLUuEOeYBBuCQku-Fced9Fmrid0dYudO99vYHYPNj3tBLHI_el5AL7xwdOx52knJEUaWFsoG2pCd1W4tym2c8abZP4/s1600/barcode.png",""
"creep|crept|crept|creeping","creep","匍匐前進；躡手躡腳","忍び足","assets/grammar-verbs/irasutoya/v1/creep-crept-crept-creeping-3923a03e57.png","忍び足の泥棒のイラスト","https://www.irasutoya.com/2018/05/blog-post_35.html","https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiocqm_SKguHkKO3fSw3KyIMwPOUcH3ccie92YlwSUt9eO33rlvCFZodkkfuWA1ryknlKzZUmQUshpJUsmw0d8BVBJ03sJE3C3zdKQusaXUinLhfxtuV06WRk5Ab-7MkdrxB3JQ2k3ORdc/s1600/dorobou_shinobiashi.png",""
"cut|cut|cut|cutting","cut","切；剪；削減","切る","assets/grammar-verbs/irasutoya/v1/cut-cut-cut-cutting-2c1d14d39d.png","料理の「切る」のイラスト","https://www.irasutoya.com/2015/01/blog-post_395.html","https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjdXDoscn9UdOIGU1GEWD53pY4-J-suvCw-V5fAVrWtwtAn4LtVkDbPF0L8o2MHj86yrkW_WxPFqTOQaJgTIfy7zJvK3RwHnIDjgaKRxu9r7BpQnQeNYnVn-2zOuRgPo82_Xxyu8L4-fwgN/s1600/cooking10_kiru.png",""
"deal|dealt|dealt|dealing","deal","處理；分發；交易","取引","assets/grammar-verbs/irasutoya/v1/deal-dealt-dealt-dealing-d22245747b.png","証券取引所のイラスト","https://www.irasutoya.com/2015/07/blog-post_749.html","https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiAYoEy2t4I0FGfZlGlu-UL6L7CTkM9uAj8kmRRM2tiucASh0FEKbcxZmu-dQcTQnSeOQmKkkcTIa2Q_xvwVjMrd3FCaEs-JFLCeRokabLMi_TBatIzTRrFg-_jrKON-x8FhLnlXaCTIuhYwd2ey6yvcoDy4ByuqEE2ChiITWclZBiG3b1jrYV2f4fWcg/s1600/money_tokyo_syouken_torihiki2.png",""
"dig|dug|dug|digging","dig","挖掘；探究","掘る","assets/grammar-verbs/irasutoya/v1/dig-dug-dug-digging-4bb641a0fc.png","石炭を掘る人のイラスト","https://www.irasutoya.com/2015/12/blog-post_11.html","https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgtrYRjWhObDg0HCKTHTW_JftGzX_MKgsLxGRQBC7ZRW7v5LcxOSq_28OAKGUBmFcuLhuirUELonsKyNmVXoN6cS-nHdE3mTNmqksY3s_dNGn3TDEL72F6eLW1PJZNODrV9QmgNUTTGAUk/s1600/job_sekitan_horu.png",""
"do|did|done|doing","do","做；進行","宿題をする","assets/grammar-verbs/irasutoya/v1/do-did-done-doing-2aa085b750.png","夏休みの宿題をやる男の子のイラスト","https://www.irasutoya.com/2016/08/blog-post_932.html","https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiH_FpXMXFzbYeZ5-PXZIwNCO3N-SztiIDXOz7nDXyjxoRVkKuZxEt5X9w6BngVtndXLwzRGrWKr1t-JxhX9reBe0fVb-hE2XbTIylC9UKPfQpKV7INhyphenhyphenQ2x3dsZpbx-38vS4UkgbfUCde1/s800/syukudai_natsuyasumi_boy.png",""
"draw|drew|drawn|drawing","draw","畫；拉；抽出","絵を描く","assets/grammar-verbs/irasutoya/v1/draw-drew-drawn-drawing-96f19ab6bc.png","タブレットで絵を描く人のイラスト（女性）","https://www.irasutoya.com/2019/04/blog-post_553.html","https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEj2tDymKsccvSzXSDJoDKVaj2T9ltUOTp3D9V4Qn52p35k_TGkU57xYs9a5a7SOfdt_X69sLtM-7tKMoopxEcvA-0pY1f9eLG0bwZIhBnkofPiTVFyAMmiy6JqWv49hGsESJaIhqC7X6ZHn/s1600/tablet_oekaki_woman.png",""
"dream|dreamt|dreamt|dreaming","dream","做夢；夢想","夢","assets/grammar-verbs/irasutoya/v1/dream-dreamt-dreamt-dreaming-d58c6162fe.png","明晰夢のイラスト","https://www.irasutoya.com/2018/04/blog-post_241.html","https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgEFDp_SRqHLwuaUE1isf_timr-jS9hiLcNwYaSQoAjqfk0a_oGZWHgYIjyBCHqw3KZzYhBiw1JwuwdO0opfkM_bUpQtSHyUFdGl3nRqjTmoKNe0tPC_joGmqIPda2G8qkehXWXUt67UUs/s1600/sleep_yume_meisekimu.png",""
"drink|drank|drunk|drinking","drink","喝；飲","飲む","assets/grammar-verbs/irasutoya/v1/drink-drank-drunk-drinking-3b00a2ebf3.png","飲むヨーグルトのイラスト","https://www.irasutoya.com/2015/02/blog-post_839.html","https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiN0cafyJOLOe2afcrxRSkERnVe0qraCXmzHfMhG5ldHNJx-1gVEIJEHD65g_3mmWR72FcgxI7PjaT89JrXmdimMy7qtL1QMrhLdfe_Nk6hhphRuN6Lam-OgT6ID0DFl5z-81ihhZ_FrPOl/s1600/drink_nomu_yogurt.png",""
"drive|drove|driven|driving","drive","駕駛；驅趕；迫使","運転","assets/grammar-verbs/irasutoya/v1/drive-drove-driven-driving-f24aaaea58.png","ドライブ・運転のイラスト「老若男女」","https://www.irasutoya.com/2013/01/blog-post_4380.html","https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjRcm0mqMdmIQknIq606D_YgbOUvgFQxv55Cpnm-9gY_0qZmz3EfKkQ35BB7C4iw0ygaMIYNFcHDCgv-jdDoDWxdguaX0JdLQOWEecMf9Mcvwb6NfQMWkKuey_uGuHF-A95uJE4172jBFE/s1600/car_driving_man.png",""
"dwell|dwelt|dwelt|dwelling","dwell","居住；棲身","一人暮らし","assets/grammar-verbs/irasutoya/v1/dwell-dwelt-dwelt-dwelling-1c1098aea5.png","一人暮らしのイラスト（男性）","https://www.irasutoya.com/2016/03/blog-post_263.html","https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgcSGTQlfm75ldA3asJr1N5NvkkVDmUyL9WIjUNO50Leu2VpMme9I0Qc8eWIM-HeigALOU1AHrk8GJ__Mq_KhC8-m_b-bkGS_34a7E_Bep4Jr3IKFrAJKbtMbdSK2mZuUcbyS1EhXl2uK2Y/s1600/hitorigurashi_man.png",""
"eat|ate|eaten|eating","eat","吃；用餐","食べる","assets/grammar-verbs/irasutoya/v1/eat-ate-eaten-eating-6c8bf81e50.png","箸でご飯を食べる外国人のイラスト","https://www.irasutoya.com/2018/07/blog-post_7.html","https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEh6ymrV-Zihq_KcHgATzupzBsyrFZis3vsdzXRRGXDXHbiZDxDGW9ooLYjEvBEmggn-Vxv_MOrVMSc4WzZ60gWEBK1cuAgmW9q49TmnN47tLGUWx14XiMCSXhNP2SvJs2HoXFHktakSH09u/s1600/syokuji_hashi_white_man.png",""
"fall|fell|fallen|falling","fall","落下；跌倒；下降","転ぶ","assets/grammar-verbs/irasutoya/v1/fall-fell-fallen-falling-99f860e8b3.png","転ぶ人のイラスト（棒人間）","https://www.irasutoya.com/2016/08/blog-post_919.html","https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhhZK_RT7RiH98PD_zKTenyR_CpZvL6f6kUinEHaJiB-7oIQYRKHWu2I3fI19DLeHCb0-U9tTaxTEr0RG2kg-bTKhzUaVfe3PBjQXkIr_s-Gh00PPAiMhzR3jQw_gb5THYwkQsYRTMptQ0j/s1600/figure_korobu.png",""
"feed|fed|fed|feeding","feed","餵養；飼養","餌やり","assets/grammar-verbs/irasutoya/v1/feed-fed-fed-feeding-33369e39d0.png","トカゲの餌やりのイラスト","https://www.irasutoya.com/2017/02/blog-post_411.html","https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjw4RTRx3AExJIdUiEefPqcsQxU1-DwIOUXX1ucNzCw90n5WH51jWoHOOk6m1Jjl94gLr6lFkcukh0B3V0WVlkCAdRuqj30JLGkyJmpVu9M5QqbF1KC52rD9I6-6ye1sLly7r-lsYlc0qLG/s1600/pet_tokage_esayari.png",""
"feel|felt|felt|feeling","feel","感覺；觸摸；覺得","感じる","assets/grammar-verbs/irasutoya/v1/feel-felt-felt-feeling-216848a38d.png","老化を感じる人のイラスト（男性）","https://www.irasutoya.com/2019/04/blog-post_803.html","https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgJcvYWZHZZyx3mXKcIirWgZEDyu7uyQReHNxm7Yqx4ewkjwzByxI_kHBGuot-SK4lz4ttqZM5ukB7wfL-n6VycqWFzUU7bBWOxhfIjcPHAM89-dKvdnRg44YUJcQCoP6BQ4wsAQ2EAD7df/s1600/karou_kanjiru_man.png",""
"fight|fought|fought|fighting","fight","戰鬥；打架；爭取","戦う","assets/grammar-verbs/irasutoya/v1/fight-fought-fought-fighting-1c3d2a9bd4.png","マンモスと戦う原始人のイラスト","https://www.irasutoya.com/2019/10/blog-post_41.html","https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhXQqoYiakh8S7eTinC4oKgXUbeSN1Po1rJoiZLrcZY2LynrFUuO3Hhwvx-VTrm8eNw-pCdhwZnKLkpLTpYxw5p5IWyJEXual4TVrpD2_ARp_2Rjgx-h9pS_4vVwlrwg0HJgN3yEV2SDkQC/s1600/kodai_mammoth_tatakau.png",""
"find|found|found|finding","find","發現；找到","探す","assets/grammar-verbs/irasutoya/v1/find-found-found-finding-ed332a36a8.png","埋蔵金を探す人のイラスト（男性）","https://www.irasutoya.com/2018/07/blog-post_153.html","https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjd0anaJv2b3rhwLHQ83jWrw6KpZz4mthvndFAtMlCoU9tRsYomlUgVFeV-kIgyMqRJUcu8UO3kfHjasvu4mW08OZEKcSuuTfBsaoKXJ-Iqkcbo83z7juZV1hvOVe3sa7KFauVCNSjm1lQn/s1600/money_maizoukin_horu_man.png",""
"fit|fit|fit|fitting","fit","合適；合身；安裝","ぴったり","assets/grammar-verbs/irasutoya/v1/fit-fit-fit-fitting-b6f2f48305.png","目玉焼きのイラスト","https://www.irasutoya.com/2012/03/blog-post_3261.html","https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgY49xqb6fDuVUt-OyGku1pdvmALLMU9qbkr9Ar5W_JxqQwtrDz8PwWVWFewgHDzvC9ISinG3y_YGYchX0AtQsVdKnLQabz9DW9kYZrnqXcRqSOtOL8OeLHTLb7uQpiH_PknSjtyuefDxHc/s1600/food_medamayaki.png",""
"flee|fled|fled|fleeing","flee","逃跑；逃避","逃げる","assets/grammar-verbs/irasutoya/v1/flee-fled-fled-fleeing-590b22c0e2.png","落下物から逃げる人たちのイラスト","https://www.irasutoya.com/2018/09/blog-post_238.html","https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhvZ01P-il23i2NvQEbX-45zz3D3j_BitQWU0HkkkZnY1fTpJgnUH0OCeaVv48Kgr_P2-aqvLPK1MUZJk3Xwla3xzm819w7Hb5uaHPBcOhgBL83G5wzuaSKrG0m5-UJTyVdWWraj-u8lfbw/s1600/jishin_kiken_rakkabutsu.png",""
